"ID"	"우선순위"	"유형"	"확인수준"	"수정위치"	"원문위치"	"문제"	"원문발췌"	"수정안_필요근거"	"보존할내용"	"im-not-ai규칙"
"MD-63"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1715; experiments/model-selection.md:1723; experiments/model-selection.md:1739; experiments/model-selection.md:1755; experiments/model-selection.md:1757; experiments/model-selection.md:1764"	"GB·GiB·MiB가 섞이고 13,402MiB를 13.4GB로 다뤄 합계 14.1GB를 만든다. 여유 16,311−14,187=2,124MiB≈2.07GiB를 ~2.1GB라고 쓴다. 각 모델 상주량과 장치 전체 사용량도 다르다."	"13.4+0.66=14.1GB 상주 가능"	"장치 전체 사용량과 모델별 바이트를 같은 단위로 환산한다. “장치 여유 2,124MiB(약 2.07GiB)”처럼 원시 바이트 확인 후 쓴다. 모델 합계와 런타임 오버헤드를 포함한 장치 총량은 별도 열로 둔다."	"원 MiB·상주 바이트·추정과 실측·16GB 제품명·최종 상주 성공"	""
"MD-64"	"보통"	"주장 범위"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1715; experiments/model-selection.md:1723; experiments/model-selection.md:1739; experiments/model-selection.md:1747; experiments/model-selection.md:1757; experiments/model-selection.md:1764"	"A.21.6/7은 bge 동주 가능을 실측 전 단정하고 .8에서 추정이었다고 밝힌다. qwen 2/2 축출도 모든 로컬 구성의 불가능보다 해당 설정의 결과로 한정해야 한다."	"**VRAM 동주 — 로컬 구성에서는 동주 불가.**"	"“이번 gemma4+kanana 설정에서 qwen 임베딩 호출 2/2에 두 모델이 축출됐다”로 쓴다. .6/.7의 bge는 예산 추정, .8은 실측 확인 단계라고 앞에서 명시한다. 유일 후보는 이번 시험 후보 범위로 한정한다."	"2/2·실측 최종 3모델 상주·초기 로딩/후속 지연·사용자 선택 이력"	""
"MD-65"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1682; experiments/model-selection.md:1749"	"검수에서 밥 나눠주지 마≠배급을 남긴다를 제외한 뒤 서버 검증은 유사 문장을 배급을 남긴다로 출력한 사례를 보인다. 서버·계산 일치 검사이지 의미 정확도 통과 사례가 아니다."	"""채연이한테 밥 나눠주지 말라고 해"" → 배급을 남긴다"	"“배선·순위 반환 일치 검사용이며 추천의 의미 정답 판정은 아님”을 명시한다. 22문장 정확도 시험과 HTTP·폴백 동작 검사를 별도 축으로 표시하고 원응답은 그대로 둔다."	"원입력·추천 3개·서버와 로컬의 일치·검수 제외 사유·지연"	""
"MD-66"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1661; experiments/model-selection.md:1671; experiments/model-selection.md:1723; experiments/model-selection.md:1749; experiments/model-selection.md:1766"	"설정 차원 기본 2560을 bge가 무시해 실제 1024를 반환하며 최종 설정은 provider 한 줄만 바꾸라고 한다. 요청 차원·실제 차원·모델 기본값이 분리되어야 재현할 수 있다."	"차원 기본 2560"	"최종 구성 표에 provider/model/요청 dimensions/실제 반환 dimensions를 구분한다. bge는 이번 서빙에서 2560 요청에도 1024를 반환했다고 설명한다. 한 줄 변경은 bge 모델 기본값이 반영된 코드 버전 기준임을 붙인다."	"2560 요청·1024 반환·Gemini 2560·bge 기본값 변경·날짜·실서버 관측"	""
"MD-67"	"보통"	"구조"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1781"	"변경 이력은 09-16 뒤에 09-14가 끼고 마지막 행은 초기 30문장과 provider 대기 상태로 끝난다. 긴 행에 실험 수치·코드 수정·결정·과제가 섞여 변경 순서를 확인하기 어렵다."	"프로덕션 provider는 사용자 결정 대기."	"기존 행은 보존하고 같은 날 후속 22문장 검수·동주 실측·최종 bge/Gemini 결정 행을 추가한다. 날짜순으로 정렬하거나 기록 추가순임을 명시한다. 읽기층에는 요약과 부록 링크를 두고 사후 수치 정정은 별도 정정 행으로 기록한다."	"모든 날짜·원채택 순서·이전 결정과 보류·측정 한계"	""
"MF-02"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1; experiments/model-selection.md:22; experiments/model-selection.md:41; experiments/model-selection.md:137; experiments/model-selection.md:181; experiments/model-selection.md:201; experiments/model-selection.md:211; experiments/model-selection.md:266; experiments/model-selection.md:278; experiments/model-selection.md:347; experiments/model-selection.md:366; experiments/model-selection.md:403; experiments/model-selection.md:420; experiments/model-selection.md:435; experiments/model-selection.md:519; experiments/model-selection.md:597; experiments/model-selection.md:784; experiments/model-selection.md:861; experiments/model-selection.md:938"	"첫 문장·표부터 Core/NPC, E7/E6, 셀, PCA, p95, 게이트, 폴백, raw/effective가 동시에 나온다. PCA의 기존 통계 용례와 이 문서의 기대 방향 일치율도 혼동하기 쉽다."	"셀당 **25콜**. 9셀 × n."	"도입에 「Core는 계획·관리·채점을 맡고 NPC는 인물 대화를 맡는다. 셀은 모델과 thinking 설정을 묶은 한 실험 조건이다.」를 추가한다. PCA는 이 문서에서 기대 방향 일치율을 뜻하며 일반적인 주성분분석 약어와 다르다고 밝힌다. 표의 adv/pln/evl·ms·GiB·p50/p95를 범례로 풀고, 용어 정의 절에 연결한다. 수치는 해당 실험 단계의 값을 유지한다."	"표준 용어·모델명·식별자·측정값과 논문식 표 구조."	""
"MF-05"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:26; experiments/model-selection.md:33; experiments/model-selection.md:41"	"로컬 변동비 0은 전력·회선 등을 포함한 총 운영비처럼 읽힌다. 45일 GPU·서버 비용과 판당 API 비용은 산정 기간·토큰량·단가일이 공개 표에서 바로 확인되지 않는다. 비용 행도 실측 토큰 계획과 문자수 기반 추정을 섞는다."	"0(변동비)"	"「모델 API 호출료: 로컬 0」처럼 비용 범위를 한정하고 전력·회선·장비는 이 계산에서 제외했는지 명시한다. 표마다 산정일, 운영 기간, 호출/토큰 가정, 통화, 가격 출처를 붙인다. ~$1.06은 문자수 기반 추정 상한이며 전체 축 실측 비용이 아님을 현재 설명대로 유지하고 헤더도 「실측/추정 비용」으로 맞춘다."	"모든 금액·기간·예산 상한·추정이라는 제한."	""
"MF-09"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:41; experiments/model-selection.md:63; experiments/model-selection.md:87"	"현재 NPC 의미 평가에는 Codex가 원문을 읽었다고 적혀 있지만 상단 외부 API 표는 사람 검토라고 쓴다. 서로 다른 평가일 수 있으나 공개 기록에서 평가자·블라인드 여부가 연결되지 않는다."	"의미 항목 비열등(사람 검토)"	"실험별로 평가자 종류(사람/LLM/혼합), 평가자 수, 모델명 공개 여부, 독립 판정 여부, 불일치 처리, 기준 문서를 기입한다. 사람 검토가 실제로 있었는지 A.19 검토 기록으로 확인하고 없었다면 LLM 보조 검토로 정정한다. 서로 다른 평가를 같은 의미 품질 근거로 합치지 않는다."	"Codex 검토라는 공개 한계, 사람 블라인드 평가 미실행 사실, 실험별 의미 판단."	""
"MF-10"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:157; experiments/model-selection.md:161; experiments/model-selection.md:172"	"15.19GiB 가용량에서 NPC 4.14 및 오버헤드 1.1을 빼면 약 9.95GiB인데 Core 예산은9.5다. NPC3.2이면 약 10.89인데10.5다. 보수적 여유분인지 다른 항목인지 계산식이 없다."	"**≈ 9.5 GiB**"	"예산 아래에 「Core 예산 = 가용 VRAM − NPC 상주량 − 런타임 오버헤드 − 안전 여유분」을 적고 안전 여유분의 실제 정한 값과 근거를 확인한다. 약값만으로 0.45/0.39GiB를 정책값으로 확정하지 않는다. 두 예산을 현재 측정 상한과 구분한다."	"15.19·4.14·3.2·1.1·9.5·10.5 수치와 두 구성 비교."	""
"MF-12"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:201; experiments/model-selection.md:215; experiments/model-selection.md:752"	"e4b의 작은 상주량을 활성 파라미터만 올라가는 구조로 추정하지만 공개 근거는 디스크와 size_vram 차이뿐이다. CPU 오프로딩, 레이어 배치, 캐시 등 가능한 설명을 구분하지 않았다."	"활성 파라미터만 올라가는 구조로 보인다."	"「디스크8.95GiB에 비해 이 설정의 size_vram은3.06GiB였다. 차이의 원인은 이 측정만으로 확인하지 않았다」로 제한하거나 모델 아키텍처 문서·로드 로그·GPU 레이어 수·CPU/GPU 배치로 가설을 확인한다. 이는 원인 해석 수정이며 수치 윤문과 분리한다."	"디스크·파라미터·상주량과 원문이 추정임을 밝힌 유보."	""
"MF-13"	"보통"	"주장 범위"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:227; experiments/model-selection.md:229; experiments/model-selection.md:235"	"EXAONE 제외 사유는 현행 NPC 공유의 장점이 E6 실패 때만 유효하다고 단정하고 메모리0을 품질×VRAM에서 무한대라 설명한다. Pareto 비교는 비율 계산이 아니므로0좌표가 비교를 무한대로 만들지 않는다. 최대 문맥 길이도 실제 입력이 한계에 닿았다는 증거는 아니다."	"품질×VRAM 축에서 혼자 무한대가 되어"	"제외를 「E7에서는 NPC 변경과 독립된 Core 후보를 비교하기로 한 범위 선택」으로 명시한다. 공유 모델 구성은 총상주량/추가상주량을 별도 열로 표현할 수 있다고 설명하고, 문맥은 지원 최대치와 실행 시 num_ctx·최대 실입력을 분리한다. E6 결과나 품질을 미리 실패로 간주하는 표현은 저자 확인 후 조정한다."	"EXAONE 제외 이력·공유모델 장점·지원 문맥 수치·Core/NPC 독립 선택 의도."	""
"MF-14"	"보통"	"구조"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:9; experiments/model-selection.md:96; experiments/model-selection.md:98; experiments/model-selection.md:105; experiments/model-selection.md:239; experiments/model-selection.md:241; experiments/model-selection.md:251; experiments/model-selection.md:253; experiments/model-selection.md:281; experiments/model-selection.md:461; experiments/model-selection.md:486; experiments/model-selection.md:505; experiments/model-selection.md:659; experiments/model-selection.md:709; experiments/model-selection.md:724; experiments/model-selection.md:780; experiments/model-selection.md:858; experiments/model-selection.md:931; experiments/model-selection.md:934"	"재현 경로는 풍부하지만 현행 프롬프트/하네스와 비공개 앱 경로에 의존한다. 단계별 freeze를 주장하는 문서에서 실행 커밋·모델 digest·유효 설정·통제 버전이 한 재현 목록으로 묶이지 않는다."	"프롬프트 | `apps/engine/app/use_cases/prompts.py` 현행."	"실험별 재현 표에 실행일, 앱 커밋, 러너·프롬프트/스키마 해시, 모델 태그와 digest, 문맥·토큰 상한, warm/cold, temperature, 하네스 재시도, 케이스 버전, 반복 수, 난수 설정 유무를 연결한다. 공개에서 빠진 원문·입력은 접근 제한과 공개 집계로 검증 가능한 범위를 밝히고 비공개 내용을 새로 공개하지 않는다."	"현재 경로·명령·스냅샷 커밋·원문 비공개 원칙과 고정 조건."	""
"MF-16"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:137; experiments/model-selection.md:187; experiments/model-selection.md:255; experiments/model-selection.md:268; experiments/model-selection.md:615; experiments/model-selection.md:921"	"연구 질문은 Core5역할 대체지만 formal 실험은4역할이며 manager_paw는 미측정이다. 제약 표에는 적혀 있으나 도입의 Core 품질 요약에는 범위가 드러나지 않는다."	"Core 5역할을 현행 `gemma3:12b` 이상으로 수행하는 모델"	"연구 질문은 유지하고 바로 아래에 「이번 정량 비교는4역할이며 manager_paw의 창작 품질은 범위 밖이다. 루프 완주가 해당 역할의 의미 품질 검증을 대신하지 않는다」를 덧붙인다. 채택 요약에도 이 제한을 한 번 표시한다."	"5역할 시스템 구성, 4역할 실험, manager_paw 후속 평가 계획."	""
"MF-18"	"보통"	"주장 범위"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:324; experiments/model-selection.md:326; experiments/model-selection.md:331; experiments/model-selection.md:784; experiments/model-selection.md:829"	"8셀 같은 EGR과 동일한 빈 문항은 이번 코퍼스에서 변별력이 없었다는 관측이다. 지표 자체가 모델 특성이 아니라고 일반화하거나 근거ID 적중만으로 검색 문제 전체가 배제됐다고 단정할 수는 없다."	"EGR은 **코퍼스의 성질이지 모델의 변별력이 아니다.**"	"「이번 코퍼스에서는8셀의 EGR이0.83으로 같고 빈 문항도 같아 후보를 구분하지 못했다. 회귀 감시용으로는 유지한다」로 범위를 제한한다. PC근거는 분자·분모와 기대 evidence_ids 일치 규칙을 정의하고 「이 통제에서는 근거ID 선택보다 명제 방향 판정에서 오답이 관측됐다」로 쓴다."	"0.83·빈2문항·PC근거1.00·회귀 감시·후보 순위 제외 결정."	""
"MF-19"	"보통"	"주장 범위"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:310; experiments/model-selection.md:314; experiments/model-selection.md:703; experiments/model-selection.md:898"	"enum 위반을 곧 어댑터 문제로 분류하고 이후 36회 무실패를 완전 해소라고 한다. 계약·provider의 스키마 지원·하네스 검증·모델 출력의 어느 층에서 문제가 생겼는지는 별도 근거가 필요하다."	"모델 품질이 아니라 어댑터 문제로 분류한다."	"LAR<1은 구조화 출력 계약 위반으로 먼저 기록하고 원인을 provider 스키마 지원, 어댑터 전송, 검증 로직, 모델 출력으로 조사한다. A.3/A.7 결론은 「현재 enum 설정의 이번 3회/36회에서는 과거 어휘 불일치 폴백이 재현되지 않았다」로 범위를 제한한다."	"LAR 정의·enum 계약·81/81 과거 기록·현재3/3 및36회 관측."	""
"MF-21"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:390; experiments/model-selection.md:392; experiments/model-selection.md:394"	"Stage0의 evaluator 단발27초와Stage1 advisor22문항 평균약 80초를 비교해 재시도 때문에3배가 됐다는 인상을 준다. 역할·입력·출력·warm 여부가 다르므로 재시도 효과만 분리한 비교가 아니다."	"약 80초/콜   ← 약 3배"	"두 수치를 서로 다른 실행의 관측으로 명시한다. 재시도 비용을 설명하려면 같은 역할·문항의 최초 시도 시간, 재생성별 시간, 시도 수, 합계 시간을 집계한다. 「Stage1에서는 재생성을 포함한 평균이약 80초였다」라는 표현도 시간 단위가 실제 평균인지 원시 집계로 확인한다."	"27초·약 80초·최대 3시도·thinking 재생성 비용."	""
"MF-22"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:161; experiments/model-selection.md:201; experiments/model-selection.md:209; experiments/model-selection.md:403; experiments/model-selection.md:435; experiments/model-selection.md:470; experiments/model-selection.md:519; experiments/model-selection.md:597; experiments/model-selection.md:728; experiments/model-selection.md:784; experiments/model-selection.md:861"	"Peak VRAM이라고 부르는 값은 설명상 /api/ps size_vram이다. 이는모델 상주량이며 관측시점·샘플링을 제시하지 않으면GPU 전체 최고 점유량으로 읽을 수 없다. nvidia-smi 오버헤드도 별도로 존재한다."	"Peak VRAM (`/api/ps`의 `size_vram`)"	"측정값을 「모델 GPU 상주량(size_vram)」으로 부르고 전체GPU 최고점유는 nvidia-smi/NVML에서 별도로 측정했을 때만Peak로 쓴다. 현재값의 수집 시점과 여러시점 최댓값인지 확인하고, C5·Pareto축도 같은 정의로 맞춘다."	"모든 GiB값, /api/ps 출처,1.1GiB 오버헤드와 예산 게이트."	""
"MF-23"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:403; experiments/model-selection.md:457; experiments/model-selection.md:470; experiments/model-selection.md:495; experiments/model-selection.md:505; experiments/model-selection.md:646; experiments/model-selection.md:686; experiments/model-selection.md:728; experiments/model-selection.md:748; experiments/model-selection.md:750; experiments/model-selection.md:784"	"thinking_tokens라는 이름 아래 Ollama message.thinking의 문자열 길이와 Gemini thoughts_token_count를 함께 싣는다.0인지 확인하는 용도와 모델간 추론량을 비교하는 용도는 다르다."	"`ThinkingOllamaLLM` — `/api/chat`에 `think` 주입, `message.thinking` 길이 계측"	"원시 키를 보존하되 공개 표에는Ollama 「thinking 문자 수」와Gemini 「thinking 토큰 수」를 분리한다. 기존thinking_tokens 키가 문자를 담으면 호환성 설명을 붙이고 새 집계에는 값과단위를 함께 둔다.0 확인은 그대로 유지하되 문자↔토큰간 정량 비교는 하지 않는다."	"실측값·사용량0 검증·기존키·Gemini토큰/Ollama문자 관측."	""
"MF-26"	"보통"	"구조"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:435; experiments/model-selection.md:517; experiments/model-selection.md:519; experiments/model-selection.md:537; experiments/model-selection.md:843; experiments/model-selection.md:845; experiments/model-selection.md:852"	"초기 Stage1 차단은 FBR>0.5 또는 SVR<0.9인데 실제 진출은 C11·PCA로 설명된다. Gemini는 effective C11 탈락임에도 다음 단계에 포함됐고 SVR 실제값은 표에 없다. Soft로 둔 C9와 Stage4도 본문은 필수라고 설명한다."	"C11 통과 + Stage 1 게이트(폴백 ≤ 0.5) 통과:"	"단계별 판정표를 「계획한 차단/실제 적용/기준선 보존·추가 측정 예외/근거」로 정리한다. raw 기준 진출과 effective 최종 탈락을 구분하고, SVR 및 C9/C10이 보고 항목인지 유효성 필수조건인지 정확히 적는다. 판단 기준이 결과 후 변경되었다면 변경 시점을 남긴다."	"초기 threshold·실제 진출4셀·Gemini 후속 측정·C9 및 Stage4 요구."	""
"MF-27"	"보통"	"수치·정의"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:537; experiments/model-selection.md:546; experiments/model-selection.md:549; experiments/model-selection.md:559; experiments/model-selection.md:566"	"같은 runtime 기준선 조건은 로컬↔온라인 비교에서 충족 방식이 불분명하다. 채택 증거의12.13초 아침 loop와12,215ms planner p95도 역할·집계 단위가 달라 동일하다고 말하기 어렵다."	"아침 loop(planner 포함) 12.13s — `-N` 셀 p95(12,215ms)와 일치"	"C8의 runtime 동일 조건은 로컬 반복 비교인지 온라인 비교에도 적용하는지 명시한다. 채택 검증은 「실서버 아침 loop1회의 벽시계 시간은12.13초였다. A.7 planner p95는12,215ms이며 측정 범위는 다르다」로 쓴다. 유사한 크기라는 관측과 동일성 검증을 분리한다."	"runtime 필드·두 지연값·실서버 검증·Core 채택 이유."	""
"MF-28"	"보통"	"구조"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:570; experiments/model-selection.md:572; experiments/model-selection.md:577; experiments/model-selection.md:579; experiments/model-selection.md:581"	"2026-09-14 NPC 채택은 이전7세 정책·당시 라이선스 검토·스모크 기준이다. 도입의 새 정책은 왜=몰라를 통과 조건에서 제외한다. 현재 정책이나 현재 상업 배포 적합성 근거로 재사용하면 안 된다."	"**7세 정책** — 상업 후보 3종 중 최상 4/5"	"채택 목록 앞에 「2026-09-14 당시 정책·라이선스 검토에 따른 결정」을 표시하고9월15일 NPC 기준 및 A.19 이후 최종 구성과 연결한다. 라이선스는 당시 검토한 원문 버전·확인일을 기록하고 현재 법적 판정을 새로 단정하지 않는다. 운영 관찰값0/21·11.4자는 어떤 스모크 분모인지 출처를 붙인다."	"모델명·라이선스명·채택 이유·스모크값·롤백 목적."	""
"MF-29"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:149; experiments/model-selection.md:635; experiments/model-selection.md:640; experiments/model-selection.md:646"	"같은 family의 크기 하강을 곧 크기 인과로 부르고 Q8_0을 Q4보다 정밀도 우위라 보수적이라고 단정한다. 학습·구조·양자화 차이가 남으면 크기만의 인과효과나 성능 변화 방향은 확정되지 않는다."	"정밀도 우위 쪽이라 하강 결론에 보수적"	"인과 축을 의도한 질문으로 유지하되 「같은 family 내 크기별 관측 비교이며0.8B의 양자화는 Q8_0으로 다르다. 이 차이가 결론에 미치는 방향은 별도 검증하지 않았다」고 한계를 추가한다. 엄격한 크기 인과를 주장하려면 학습·구조·양자화 통제 근거 또는 민감도 검사가 필요하다."	"크기별 후보·Q4_K_M/Q8_0 편차·원형 설계·선택 축과 분석 축의 구분."	""
"MF-31"	"보통"	"수치·정의"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:686; experiments/model-selection.md:691"	"지연60배라는 숫자는4B의29,558/491≈60.2에서 나온다. 바로 앞 주어0.8B에 연결해 읽으면16,048/393≈40.8과 맞지 않는다."	"지연은 60배 부풀려진다."	"「4B의 기본 설정 지연은 think:false보다 약 60배였다(29,558/491ms). 0.8B는 기본 설정에서 빈 content를 반환했다」로 모델별 사실을 분리한다. 0.8B 시간비를 추가할 경우 실패 응답과 성공 응답의 비라는 점을 명시한다."	"네 지연 수치·0.8B 파싱 실패·thinking 제어 필요성."	""
"MF-34"	"보통"	"구조"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:784; experiments/model-selection.md:812; experiments/model-selection.md:837; experiments/model-selection.md:839; experiments/model-selection.md:843; experiments/model-selection.md:845; experiments/model-selection.md:852"	"A.6의 C11 통과 표와 진출 근거는 raw 값이고 뒤의 한계는 Gemini가 effective C11 탈락이라고 한다. 독자가 표만 읽으면 최종 UX 게이트 통과로 오인한다. e4b 기준선 품질 동등도 advisor PCA 관측 범위다."	"| `gemini-N` | 2,138 | 통과 |"	"A.6 표제와 C11 열을 「raw 지연 참고 판정」으로 바꾸고 Gemini 행에 「effective 기준은 탈락, Stage2에서 분리 확인」을 붙인다. 진출의 예외를 설명하고 「기준선과 advisor PCA가 같다」처럼 동등 대상을 제한한다."	"8셀 수치·4셀 진출·40%/59% 비교·raw/effective 한계."	""
"MF-35"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:495; experiments/model-selection.md:519; experiments/model-selection.md:537; experiments/model-selection.md:858; experiments/model-selection.md:861; experiments/model-selection.md:898; experiments/model-selection.md:938"	"공식 수치표에는 SVR·TFR·manager_check 상세·재생성 횟수 등 필수 판정의 일부가 없다. 폴백0·오류0만으로 모든 스키마 첫 시도 성공이나 전 역할 의미 품질이 검증되었다고 읽을 수 없다."	"**이것이 E7의 공식 수치다.**"	"공식 요약표는 유지하되 각 게이트의 역할별 분자/분모·판정·원시 집계 링크를 붙인다. manager_check의 구조 성공과 의미 정확도를 구별하고, 재생성 후 성공을 최초 시도 성공과 분리한다. 계산하지 않은 지표는 미측정으로 표시한다."	"372콜·폴백/오류0·LAR1·모든 표의 수치·지표별 비합산 원칙."	""
"MF-39"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:902; experiments/model-selection.md:911; experiments/model-selection.md:913; experiments/model-selection.md:917; experiments/model-selection.md:931; experiments/model-selection.md:934; experiments/model-selection.md:978"	"자작 통제는 약하고 외부 사전등록 통제는 강하다는 구분이 사전 고정 여부·독립성·대표성·정답 타당성을 섞는다. 실제 플레이14건도 단일 저자의 정답이며4개 제출문에서 파생되므로14명의 독립 표본이 아니다."	"PC1~SPC2와 달리 외부에서 사전등록된 값이 아니므로 **증거력이 약하다.**"	"두 통제 세트에 작성자, 고정 시점, 원자료 수, 파생 케이스 수, 독립 검수 여부를 적는다. 「A.7은 저자 작성3건, A.8은 실제 제출문4건에서 추린14케이스이며 기대 판정은 단일 저자가 실행 전에 고정했다」로 설명한다. 대표성·독립성·정답 경계의 한계를 각각 밝힌다."	"3건→14건 교체·4제출문·사전 고정·단일 저자·비공개 원문 보호."	""
"MF-43"	"보통"	"주장 범위"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:947; experiments/model-selection.md:972"	"D1 전 셀 오판과 C1 일부 오판으로 어떤 채점 모델을 골라도 문제가 남고 덩어리 입력을 끊어야 한다고 단정한다. 4모델·두 대표 케이스 결과에서 일반적 필요조건을 도출한 것이다."	"어떤 채점 모델을 골라도 이 축은 남는다."	"「이번 네 모델에서는 D1 오판이 모두 남았다. C1은 두 모델만 기대와 일치했다. 긴 제출문을 단위 주장으로 분리하는 전처리와 채점기 변경을 각각 검증할 필요가 있다」로 범위를 한정한다. 전처리가 유일한 해결책인지 결론 내리지 않는다."	"460자·1,028자·D1/C1 결과·source_claims 문제·실플레이 연결."	""
"MF-44"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:615; experiments/model-selection.md:728; experiments/model-selection.md:760; experiments/model-selection.md:921; experiments/model-selection.md:978"	"thought_signature라는 응답 메타데이터만으로 thinking이 섞였을 가능성을 제기하지만 이 문서는 원래 thoughts_token_count=0을 OFF 검증 기준으로 삼았다. 경고 존재와 실제 추론 토큰 사용을 분리해야 한다."	"`-N` 셀인데 응답에 `thought_signature` 파트가 붙는다"	"해당42응답의 thinking 설정, usage_metadata.thoughts_token_count, content/thought 구분, 사용 SDK 버전을 확인해 경고를 해석한다. 확인 전에는 「thought_signature 관련 SDK 경고42회가 있었다. 이 경고만으로 thinking 사용 여부를 판정하지 않았다」로 기록한다. 공급자 메타데이터의 의미는 공식 문서 근거를 확인해야 한다."	"SDK 경고42회·-N 설정·OFF 검증 원칙·현재 미확정 상태."	""
"MF-45"	"보통"	"구조"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:595; experiments/model-selection.md:597; experiments/model-selection.md:607; experiments/model-selection.md:609"	"Figures절은7개 그림 계획을 제시하지만 해당 위치에 그림이나 실현 여부가 없다. 완료 문서 독자는 미출력과 부록/읽기층 분산을 구별하기 어렵다. 실측만 쓴다는 원칙도 effective 유도 그림 계획과 조정이 필요하다."	"## 6. Figures"	"절 제목을 「그림 계획과 작성 상태」로 하고 F1~F7 각각 작성됨/미작성/범위 변경과 실제 그림 링크를 적는다. 유도 effective 값을 그리면 실측과 다른 기호·범례로 표시한다. 미실행 N=0과 표본 누락/비해당은 다른 표시로 둔다."	"7개 그림의 목적·역할 수 서수축·Stage 분리·없는 데이터를 그리지 않는 원칙."	""
"OA-03"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"index.md:21; index.md:70; testbed.md:121; limitations.md:59"	"반복 실행 가능한 게임과 결과를 독립적으로 재현했다는 성과의 범위가 분명하지 않다."	"동일 trace에서 system evaluation과 human behavioral evaluation을 재현한다."	"재현한 집계나 평가를 특정해 실행 명령·입력 trace 버전·산출물 해시를 연결한다. 현재 확인된 것이 반복 실행과 로그 보존이라면 저자 확인 후 “반복 실행과 행동 기록을 지원하며, 공개한 집계는 명시한 버전의 trace를 기준으로 한다”로 범위를 한정한다. 시스템 검증의 통과가 행동 측정의 구성타당도까지 보증한다는 의미는 분리한다."	"게임 기반 실험환경이라는 기여, 반복 가능성의 목적"	""
"OA-04"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"index.md:63; index.md:66; index.md:70; testbed.md:75; testbed.md:104; testbed.md:111"	"기여·역할·평가지표에 영어 명사와 게임 내부 용어가 집중되어 다른 분야 개발자가 측정 대상을 복원해야 한다."	"재실행을 반복 가능한 게임환경으로 operationalize했다."	"“이 과정을 반복 가능한 게임환경에서 실행·측정할 수 있도록 구현했다(operationalize)”로 풀고, 첫 등장에 “event-level trace(이벤트별 기록)”, “explanation exposure(설명 표시 여부)”, “deterministic domain logic(같은 입력에 같은 결과를 내는 게임 규칙)”을 병기한다. 역할 표에는 비트·근거 기반 억제의 프로젝트 정의를 확인해 설명하고 Harness는 “응답 형식 검사·재시도·위반 기록 도구”로 풀이한다. 지표명 원어는 남긴다."	"전문 용어·표준 약어·학술 기여 C1–C3와 역할 표; B-2 광고어로 분류하지 않음"	""
"OA-08"	"보통"	"주장 범위"	"공개 문서 대조"	"정본과 해설"	"statement.md:14; plain-summary.md:34; _includes/research/glossary.html:5"	"AI 제안 선택 행동을 신뢰하는 마음의 직접 측정과 연결한다."	"사람은 언제 로봇을 믿는가"	"믿음을 연구 동기로 남기려면 바로 뒤에 “여기서 직접 센 것은 믿음 자체가 아니라 카드 선택이다”를 덧붙인다. 실제 측정 질문으로 좁힐 경우 저자 판단으로 “사람은 언제 로봇의 카드를 받아들이는가”로 바꾼다. statement의 “믿고”도 수용 행동과 잠재적 심리 상태의 차이를 같은 방식으로 설명한다."	"블록탑 비유, 연구 동기, 수용과 거부라는 행동 측정"	""
